,Product Name,Brands,NOVA 4,Nutri-Score,Countries,Additives,Eco-Score,Energía,Grasas saturadas,Azúcares
972,Crema de calabaza y zanahoria - Hacendado - 350 g,Hacendado,Alimentos ultraprocesados,B,España,"u, n, k, n, o, w, n",Eco-Score B,201 kj(48 kcal),"0,4 g","0,8 g"
973,Pur jus pomme - Solevita - 1 l,Solevita,Alimentos no procesados o mínimamente procesados,C,"República Checa, Francia, Alemania, España","u, n, k, n, o, w, n",Eco-Score B,197 kj(47 kcal),"0,1 g","10,5 g"
974,Mélange de noix - Alesto - 200g,Alesto,Alimentos procesados,D,"Francia, España, Suiza","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,2686 kj(642 kcal),"7,2 g","4,3 g"
975,8 tortillas - Carrefour - 320 g,Carrefour,Alimentos ultraprocesados,B,"Francia, Italia, Rumania, España","E202 - Sorbato potásico, E296 - Ácido málico, E422 - Glicerol, E500 - Carbonatos de sodio, E920 - L-cisteína",Eco-Score B,1353 kj(321 kcal),"0,9 g","4,7 g"
976,Chocolat con LECHE - Carrefour Bio - 100 g,"Carrefour Bio, Carrefour",Alimentos ultraprocesados,E,"Francia, Italia, España",E322 - Lecitinas,Eco-Score C,2398 kj(576 kcal),24 g,45 g
977,Triturado de 8 Verduras - Carrefour - 1 l,Carrefour,Alimentos ultraprocesados,B,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,147 kj(35 kcal),"0,8 g","1,5 g"
978,Chocolate sabor coco - Carrefour Classic - 125 g,"Carrefour Classic, Carrefour",Alimentos ultraprocesados,D,"Francia, Italia, España","E322 - Lecitinas, E322i - Lecitina, E422 - Glicerol",Eco-Score D,1863 kj(444 kcal),12 g,22 g
979,"Pequeños empanados Semillas, trigo, espinacas, feta - carrefour veggie - 200 g","carrefour veggie, Carrefour",Alimentos ultraprocesados,B,"Francia, Italia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1036 kj(248 kcal),"2,3 g",1 g
980,Cacao en poudre - Destination - 250g,Destination,Alimentos no procesados o mínimamente procesados,UNKNOWN,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,1317 kj(345 kcal),"6,95 g","0,9 g"
981,Rolled Oats - Quaker - 1 kg,Quaker,Alimentos no procesados o mínimamente procesados,A,"España, Reino Unido","u, n, k, n, o, w, n",Eco-Score B,1565 kj(374 kcal),"1,5 g","1,1 g"
982,Alpro Cerise Sans Sucres Ajoutés - 400 g,Alpro,Alimentos ultraprocesados,A,"Bélgica, Francia, Alemania, España","E304 - Ésteres de ácidos grasos del ácido ascórbico, E306 - Extracto rico en tocoferoles, E330 - Ácido cítrico, E331 - Citratos de sodio, E333 - Citratos de calcio, E333iii - Citrato tricálcico, E412 - Goma guar, E440 - Pectinas",Eco-Score B,261 kj(62 kcal),"0,3 g",6 g
983,Bavette n. 13 - Barilla - 500g,Barilla,Alimentos no procesados o mínimamente procesados,A,"Austria, Croacia, Francia, Alemania, Italia, España, Suiza","u, n, k, n, o, w, n",Eco-Score B,1521 kj(359 kcal),"0,5 g","3,5 g"
984,Chocolate negro 0% azúcares añadidos 70% cacao - Valor - 125 g,Valor,Alimentos ultraprocesados,D,España,"E322 - Lecitinas, E322i - Lecitina, E960 - Glucósidos de esteviol, E965 - Maltitol",Eco-Score D,1986 kj(481 kcal),23 g,"< 0,5 g"
985,Galleta maría sin gluten - Gullón - 400 g (2 x 200 g),Gullón,Alimentos ultraprocesados,C,"Marruecos, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score C,1983 kj(474 kcal),2 g,20 g
986,Bebida de avena calcium - YoSoy - 1 L,YoSoy,Alimentos no procesados o mínimamente procesados,B,España,"u, n, k, n, o, w, n",Eco-Score B,184 kj(44 kcal),"0,1 g",5 g
987,Aceite de oliva virgen extra - Hacendado - 1 l,Hacendado,Ingredientes culinarios procesados,C,España,"u, n, k, n, o, w, n",Eco-Score C,3378 kj(822 kcal),13 g,0 g
988,Barritas chocolate leche - Hacendado - 120 g,Hacendado,Alimentos ultraprocesados,D,España,"E322 - Lecitinas, E322i - Lecitina, E420 - Sorbitol, E422 - Glicerol",El Eco-Score no pudo ser calculado,1452 kj(345 kcal),"6,1 g",27 g
989,Galletas tostadas - Hacendado - 800 g,Hacendado,Alimentos ultraprocesados,D,España,"E150 - Caramelo, E306 - Extracto rico en tocoferoles, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio",Eco-Score C,1795 kj(429 kcal),"0,9 g",20 g
990,Zumo de manzana - Hacendado - 200 ml,Hacendado,Alimentos no procesados o mínimamente procesados,E,España,E330 - Ácido cítrico,Eco-Score C,184 kj(44 kcal),0 g,"10,5 g"
991,Dolca chocolate negro - Nestlé,Nestlé,Alimentos ultraprocesados,E,"Argelia, Francia, Marruecos, España","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,2167 kj(518 kcal),"16,1 g","54,6 g"
992,All bran flakes - Kellogg's - 375 g,Kellogg's,Alimentos ultraprocesados,B,"Bélgica, Francia, Kuwait, Países Bajos, España","u, n, k, n, o, w, n",Eco-Score D,1502 kj(359 kcal),"0,4 g",14 g
993,Delicias de Pollo - Hacendado - 500 g,Hacendado,Alimentos ultraprocesados,B,España,E150 - Caramelo,Eco-Score D,968 kj(231 kcal),"0,8 g","0,3 g"
994,Maíz dulce - Hacendado,Hacendado,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score B,343 kj(82 kcal),"0,4 g","6,7 g"
995,Granola - Crownfield - 500 g,"Crownfield, Lidl",Alimentos ultraprocesados,A,"Portugal, España",E306 - Extracto rico en tocoferoles,Eco-Score D,1774 kj(423 kcal),"1,7 g","0,9 g"
996,Crema de Verduras - Hacendado - 500 ml,Hacendado,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score B,205 kj(49 kcal),"1,1 g","1,3 g"
997,Zumo exprimido naranja - Solevita - 1L,Solevita,Nivel de procesamiento de alimentos desconocido,C,España,"u, n, k, n, o, w, n",Eco-Score C,179 kj(42 kcal),0 g,"8,5 g"
998,Salsa Mexicana - Hacendado - 300 g,Hacendado,Alimentos ultraprocesados,C,"Portugal, España",E14XX - Almidón modificado,Eco-Score A,162 kj(38 kcal),0 g,"4,1 g"
999,Centeno y pipas de girasol - Oroweat - 590 g,Oroweat,Nivel de procesamiento de alimentos desconocido,UNKNOWN,España,"u, n, k, n, o, w, n",Eco-Score B,,,
1000,Kellogg's All-Bran Natural - 450 g,Kellogg's,Alimentos no procesados o mínimamente procesados,A,España,"u, n, k, n, o, w, n",Eco-Score D,1661 kj(397 kcal),"0,4 g","0,9 g"
1001,Bebida de Soja Vanilla - Hacendado - 1000 ml agua de habas de soja descascarilladas 10%. carbonato de calcio aroma sal estabilizantes goma vellán el dulzorante hace sulfato vitamina K es vitamina B2 B12 e D,Hacendado,Alimentos ultraprocesados,A,España,"E101 - Riboflavina, E101i - Riboflavina, E950 - Acesulfamo K",Eco-Score B,134 kj(32 kcal),"0,2 g",0 g
1002,Queso fresco - Carrefour - 200 g,Carrefour,Alimentos procesados,C,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,665 kj(160 kcal),8 g,3 g
1003,Cranberry - Carrefour Bio - 1 l,"Carrefour Bio, Carrefour",Alimentos procesados,E,"Francia, Italia, España",E330 - Ácido cítrico,Eco-Score B,128 kj(30 kcal),0 g,7 g
1004,Ristorante Pizza Spinaci - Dr. Oetker - 390 g,Dr. Oetker,Alimentos ultraprocesados,B,"Australia, Austria, Bélgica, Francia, Alemania, Noruega, España, Suiza","E14XX - Almidón modificado, E471 - Mono- y diglicéridos de ácidos grasos",El Eco-Score no pudo ser calculado,920 kj(220 kcal),"2,8 g","2,4 g"
1005,Jamon de trevelez. Curación natural - Antonio alvarez - 120 g,Antonio alvarez,Alimentos procesados,D,"España, en:Francia España","u, n, k, n, o, w, n",Eco-Score E,1121 kj(268 kcal),"5,5 g",0 g
1006,Tomato ketchup 50% menos azúcar - Heinz - 500 mL,Heinz,Alimentos ultraprocesados,C,"Portugal, España",E960 - Glucósidos de esteviol,Eco-Score B,268 kj(64 kcal),0 g,11 g
1007,"Zero Rice Konjak - Zero Pasta - 270 g netto, 200 g abtropf","Zero Pasta, Zero Rice",Alimentos no procesados o mínimamente procesados,A,"Francia, Alemania, España",E526 - Hidróxido de calcio,El Eco-Score no pudo ser calculado,30 kj(7 kcal),0 g,0 g
1008,Queso fresco vaca - Hacendado - 250 g,Hacendado,Alimentos ultraprocesados,C,España,E509 - Cloruro de calcio,Eco-Score D,711 kj(170 kcal),"7,7 g","3,7 g"
1009,Skyr especialidad vegetal de soja natural - Alpro - 400 g,Alpro,Alimentos ultraprocesados,A,"Alemania, Portugal, España","E306 - Extracto rico en tocoferoles, E330 - Ácido cítrico",Eco-Score A,285 kj(68 kcal),"0,6 g","2,5 g"
1010,Vegetal de Almendra - Kaiku - 1 L,Kaiku,Alimentos ultraprocesados,B,España,"E322 - Lecitinas, E322i - Lecitina",Eco-Score B,102 kj(24 kcal),"0,2 g","0,1 g"
1011,Cacahuete frito - Borges - 250g,Borges,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",Eco-Score D,2540 kj(607 kcal),"5,8 g","5,1 g"
1012,Dippas - Doritos - 180 g,Doritos,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score B,+1 %,-22 %,-43 %
1013,Quinoa Real - Brillante - 2 x 125 g,Brillante,Alimentos ultraprocesados,A,España,"E322 - Lecitinas, E322i - Lecitina",Eco-Score E,615 kj(147 kcal),"0,5 g","0,6 g"
1014,Special K - Kellogg's,Kellogg's,Nivel de procesamiento de alimentos desconocido,B,España,"u, n, k, n, o, w, n",Eco-Score D,1640 kj(392 kcal),"0,3 g",15 g
1015,Chocolat Lait Frutos Secos - Fin Carré - 100g,Fin Carré,Alimentos ultraprocesados,E,"Alemania, España, en:Deutschland, en:Frankreich","E322 - Lecitinas, E322i - Lecitina",Eco-Score D,2087 kj(499 kcal),"14,3 g","55,6 g"
1016,GranDino - Sondey - 200 g,Sondey,Alimentos ultraprocesados,E,"Francia, Alemania, España",E450 - Difosfatos,Eco-Score C,2047 kj(489 kcal),"11,7 g","43,3 g"
1017,Fideos soba - Vitasia - 300g,Vitasia,Alimentos procesados,B,"República Checa, Francia, Alemania, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1507 kj(355 kcal),"0,4 g","0,4 g"
1018,Barritas con higo - Carrefour - 120 g,Carrefour,Alimentos ultraprocesados,D,"Francia, Italia, España","E322 - Lecitinas, E322i - Lecitina, E330 - Ácido cítrico, E333 - Citratos de calcio, E440 - Pectinas",Eco-Score B,1661 kj(402 kcal),"0,9 g",46 g
1019,"Barritas de sesamo - hacendado - 75 g (6 x 12,5 g)",Hacendado,Alimentos procesados,C,España,"u, n, k, n, o, w, n",Eco-Score B,2310 kj(556 kcal),"5,3 g","22,4 g"
1020,Lindor - Lindt - 200 g,"Lindt, Lindt & Sprüngli",Alimentos ultraprocesados,E,"Francia, Italia, España","E322 - Lecitinas, E322i - Lecitina",El Eco-Score no pudo ser calculado,2587 kj(620 kcal),34 g,40 g
1021,La vaca que rie Light - 250 g,"La Vaca que ríe, Bel",Alimentos ultraprocesados,D,"Francia, España",E452 - Polifosfatos,Eco-Score D,615 kj(147 kcal),"5,5 g",6 g
1022,jamon curado clasico - navidul - 3,Navidul,Alimentos procesados,D,"España, en:Spagna en:spain","E250 - Nitrito sódico, E252 - Nitrato potásico",El Eco-Score no pudo ser calculado,887 kj(212 kcal),"3,8 g","0,5 g"
1023,Hogaza de pan con masa madre 10% - The Rustik Bakery - 450 g,The Rustik Bakery,Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",Eco-Score B,1012 kj(239 kcal),"0,3 g","3,8 g"
1024,Lait de coco cuisine - ECOMIL - 200 ml,ECOMIL,Alimentos ultraprocesados,C,"Francia, España",E412 - Goma guar,Eco-Score B,310 kj(75 kcal),"6,8 g","0,8 g"
1025,Galletas de desayuno azúcares - Cuétara,Cuétara,Nivel de procesamiento de alimentos desconocido,C,"España, en:Francia España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1736 kj(415 kcal),"3,5 g","1,5 g"
1026,Extra crunch - Hacendado - 180 g,Hacendado,Alimentos procesados,D,España,"u, n, k, n, o, w, n",Eco-Score B,2119 kj(507 kcal),"3,3 g",1 g
1027,Queso especial pasta - Hacendado - 50 g,Hacendado,Alimentos ultraprocesados,D,España,"E160b - Annato, E202 - Sorbato potásico, E331 - Citratos de sodio, E452 - Polifosfatos",Eco-Score D,1241 kj(297 kcal),12 g,"1,5 g"
1028,Kiwi - Zespri - 125 g,Zespri,Nivel de procesamiento de alimentos desconocido,B,"Croacia, Francia, Alemania, España","u, n, k, n, o, w, n",Eco-Score aún no aplicable,222 kj(53 kcal),0 g,"9,7 g"
1029,Whole earth - 227 g,Whole Earth,Alimentos no procesados o mínimamente procesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score B,2536 kj(606 kcal),"6,3 g","6,2 g"
1030,Tostadas sin gluten - Hacendado - 100 g,Hacendado,Alimentos ultraprocesados,C,España,"E322 - Lecitinas, E322i - Lecitina",El Eco-Score no pudo ser calculado,1619 kj(387 kcal),"0,4 g","0,5 g"
1031,Tofu marinované - Vemondo - 180g,Vemondo,Nivel de procesamiento de alimentos desconocido,B,"Bulgaria, República Checa, Italia, España","u, n, k, n, o, w, n",Eco-Score B,590 kj(141 kcal),"1,2 g","0,5 g"
1032,tomate triturado - Hacendado - 400g escurridos,Hacendado,Alimentos procesados,B,España,E330 - Ácido cítrico,Eco-Score B,109 kj(26 kcal),0 g,4 g
1033,mini golden oreo,Oreo,Alimentos ultraprocesados,UNKNOWN,"Francia, España","E322 - Lecitinas, E500 - Carbonatos de sodio, E502 - Carbonatos, E503 - Carbonatos de amonio",El Eco-Score no pudo ser calculado,2025 kj(484 kcal),"5,1 g",35 g
1034,Quesitos - Hacendado - 375 g,Hacendado,Nivel de procesamiento de alimentos desconocido,D,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,803 kj(192 kcal),"9,9 g","3,9 g"
1035,Bebida de avena especial para café - Lidl,Lidl,Alimentos procesados,B,España,"u, n, k, n, o, w, n",Eco-Score C,276 kj(66 kcal),"0,4 g","2,5 g"
1036,Margarina - Flora,Flora,Alimentos ultraprocesados,C,España,"E322 - Lecitinas, E322i - Lecitina",Eco-Score C,2591 kj(630 kcal),16 g,"0,5 g"
1037,Excellence: con un toque de flor de sal - Lindt - 12ชิ้น,Lindt,Alimentos ultraprocesados,E,"Bélgica, Dinamarca, Francia, Alemania, Italia, España, Suiza, Reino Unido","E322 - Lecitinas, E322i - Lecitina",Eco-Score E,2213 kj(529 kcal),20 g,48 g
1038,Brioche vendéenne I.G.P. - Reflets de France - 600 g,"Reflets de France, Carrefour",Alimentos ultraprocesados,D,"Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score C,1537 kj(366 kcal),"9,3 g",13 g
1039,P'tit déj bio céréales et chocolat - Le moulin du pivert - 190g,Le moulin du pivert,Alimentos procesados,D,"Francia, España","E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503i - Carbonato de amonio",Eco-Score C,2029 kj(485 kcal),"5,8 g","24,7 g"
1040,Mascarpone - Carrefour - 250 g,Carrefour,Ingredientes culinarios procesados,D,"Francia, Rumania, España, en:Francia, fr:Bélgica, fr:Francia",E330 - Ácido cítrico,Eco-Score D,1616 kj(392 kcal),28 g,3 g
1041,Zumo de uva - Carrefour - 1 l,"Carrefour, Carrefour Bio",Alimentos no procesados o mínimamente procesados,E,"Bélgica, Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score B,280 kj(66 kcal),0 g,16 g
1042,Schogetten - 100 g,Schogetten,Alimentos ultraprocesados,E,"Dinamarca, Francia, Alemania, Israel, Polonia, Portugal, Serbia, España",E322 - Lecitinas,Eco-Score D,2198 kj(525 kcal),19 g,47 g
1043,Nata vegetal - Schlagfix - 200 ml,Schlagfix,Alimentos ultraprocesados,D,"Austria, República Checa, Francia, Alemania, España","E420 - Sorbitol, E435 - Monoestearato de sorbitán polioxietilenado, E464 - Hidroxipropilmetilcelulosa, E472 - E472 food additive, E942 - Óxido nitroso",El Eco-Score no pudo ser calculado,849 kj(203 kcal),16 g,13 g
1044,Protein Crunch Original - Weetabix - 450g,Weetabix,Alimentos ultraprocesados,A,"Francia, Alemania, Líbano, España",E160c - Extracto de pimentón,Eco-Score C,1602 kj(383 kcal),"0,6 g",22 g
1045,muesli croustillant - Kellogg'skellogg - 400g,Kellogg'skellogg,Alimentos ultraprocesados,A,"Francia, Italia, España, en:Bélgica, en:Francia, en:Suiza, fr:Bélgica, fr:Francia, fr:Países Bajos, fr:Suiza","u, n, k, n, o, w, n",Eco-Score B,1882 kj(449 kcal),"1,9 g",12 g
1046,Tamari soya sauce - less salt 25% - Lima - 500 ml,Lima,Nivel de procesamiento de alimentos desconocido,D,"Bélgica, Francia, Italia, España","u, n, k, n, o, w, n",Eco-Score A,405 kj(96 kcal),0 g,"1,7 g"
1047,Philadelphia - 16,Philadelphia,Alimentos ultraprocesados,D,España,"E202 - Sorbato potásico, E401 - Alginato sódico, E407 - Carragenatos, E410 - Goma garrofín",El Eco-Score no pudo ser calculado,1042 kj(249 kcal),16 g,"2,8 g"
1048,Penne rigate nº 41 - De Cecco - 500 g,"De Cecco, De Cecco",Alimentos no procesados o mínimamente procesados,A,"Austria, Bélgica, Dinamarca, Francia, Alemania, Italia, España, Suiza","u, n, k, n, o, w, n",Eco-Score B,1490 kj(351 kcal),"0,3 g","3,4 g"
1049,Sauce bolognaise riche - Barilla - 400 g,Barilla,Alimentos procesados,B,"Francia, España","u, n, k, n, o, w, n",Eco-Score E,402 kj(96 kcal),"1,3 g","4,6 g"
1050,Gran mayonesa - Hellmann's - 225 ml,Hellmann's,Alimentos ultraprocesados,E,"Francia, España","E14XX - Almidón modificado, E160c - Extracto de pimentón, E385 - Ácido etilendiaminotetraacético",Eco-Score C,2314 kj(561 kcal),"9,7 g","1,4 g"
1051,SIROPE DE AGAVE - Azucarera - 360 g,Azucarera,Alimentos no procesados o mínimamente procesados,C,"Andorra, Francia, España","u, n, k, n, o, w, n",Eco-Score C,1207 kj(284 kcal),0 g,69 g
1052,Fuet Extra - Casa Tarradellas - 180,Casa Tarradellas,Alimentos ultraprocesados,E,España,"E252 - Nitrato potásico, E301 - Ascorbato sódico",El Eco-Score no pudo ser calculado,1761 kj(421 kcal),"13,3 g","1,4 g"
1053,Breakfast 5 cereals chocolate - florbú - 340g,florbú,Alimentos ultraprocesados,B,"Francia, España","E304 - Ésteres de ácidos grasos del ácido ascórbico, E306 - Extracto rico en tocoferoles, E322 - Lecitinas, E322i - Lecitina, E476 - Polirricinoleato de poliglicerol, E500 - Carbonatos de sodio, E500ii - Bicarbonato de sodio, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio, E965 - Maltitol",El Eco-Score no pudo ser calculado,1807 kj(432 kcal),"3,6 g","4,4 g"
1054,Silueta integral - Bimbo - 450 g,Bimbo,Alimentos ultraprocesados,A,"Francia, España","E200 - Ácido sórbico, E282 - Propionato de calcio, E300 - Ácido ascórbico, E341 - Fosfatos de calcio, E471 - Mono- y diglicéridos de ácidos grasos, E472e - Ésteres monoacetiltartárico y diacetiltartárico de monoglicéridos y diglicéridos de ácidos grasos, E481 - Estearoil-2-lactilato de sodio, E920 - L-cisteína",Eco-Score B,962 kj(230 kcal),"0,8 g","4,1 g"
1055,Cocktail de fruta - Hacendado - 200 g,Hacendado,Alimentos ultraprocesados,E,España,"E223 - Metabisulfito sódico, E330 - Ácido cítrico",El Eco-Score no pudo ser calculado,1787 kj(425 kcal),12 g,41 g
1056,Hummus con pimiento del piquillo asado - Hacendado - 240 g,Hacendado,Alimentos ultraprocesados,C,España,"E202 - Sorbato potásico, E270 - Ácido láctico, E330 - Ácido cítrico",Eco-Score B,1211 kj(292 kcal),"4,3 g","0,3 g"
1057,Harina de trigo - Hacendado - 1 kg,Hacendado,Alimentos ultraprocesados,A,España,"u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1483 kj(350 kcal),"0,3 g","0,6 g"
1058,Pistacho natural - Hacendado - 100 g,Hacendado,Alimentos no procesados o mínimamente procesados,A,España,"u, n, k, n, o, w, n",Eco-Score D,2513 kj(607 kcal),"5,6 g","7,5 g"
1059,Cookies sin gluten ni lactosa - Hacendado,Hacendado,Alimentos ultraprocesados,E,España,E415 - Goma xantana,Eco-Score C,1996 kj(477 kcal),"6,5 g","31,9 g"
1060,Smooth PEANUT BUTTER - Sante - 350 g,Sante,Alimentos procesados,C,"Marruecos, Polonia, España","u, n, k, n, o, w, n",Eco-Score D,2554 kj(616 kcal),"8,2 g",9 g
1061,Creme Joghurt mild Erdbeere - Milbona - 1000g,Milbona,Alimentos ultraprocesados,C,"Bélgica, Francia, Alemania, España",E14XX - Almidón modificado,Eco-Score B,452 kj(108 kcal),"2,6 g",13 g
1062,High protein Columbian coffee pudding - Ehrmann - 200 g,Ehrmann,Alimentos ultraprocesados,A,"Austria, Finlandia, Alemania, Portugal, España","E14XX - Almidón modificado, E150a - Color caramelo, E160a - Alfa-caroteno, E407 - Carragenatos, E466 - Carboximetilcelulosa sódica, E950 - Acesulfamo K, E955 - Sucralosa",El Eco-Score no pudo ser calculado,322 kj(76 kcal),1 g,"4,5 g"
1063,Lindahls pro+ - Nestlé - 150 g,Nestlé,Nivel de procesamiento de alimentos desconocido,A,"Francia, Portugal, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,255 kj(61 kcal),"0,1 g","2,7 g"
1064,Panela - Hacendado - 500 g,Hacendado,Ingredientes culinarios procesados,D,España,"u, n, k, n, o, w, n",Eco-Score C,1598 kj(376 kcal),0 g,94 g
1065,Crok'n'Nuts - Carrefour - 240 g,Carrefour,Alimentos ultraprocesados,D,"Francia, Italia, España","E322 - Lecitinas, E322i - Lecitina, E500 - Carbonatos de sodio, E503 - Carbonatos de amonio",Eco-Score C,2046 kj(489 kcal),"6,1 g",34 g
1066,Magarine - Vita D'or - 500g,Vita D'or,Alimentos ultraprocesados,D,"Alemania, España, Suiza","E160a - Alfa-caroteno, E322 - Lecitinas, E330 - Ácido cítrico, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score B,2960 kj(720 kcal),24 g,0 g
1067,Chips sabor crema agria y cebolla - Crusti Croc - 170 g,Crusti Croc,Alimentos ultraprocesados,C,"Francia, España",E471 - Mono- y diglicéridos de ácidos grasos,Eco-Score B,2054 kj(491 kcal),"2,5 g","5,1 g"
1068,QuarkCreme Natur - Exquisa - 500 g,Exquisa,Nivel de procesamiento de alimentos desconocido,A,"Alemania, España, Suiza","u, n, k, n, o, w, n",Eco-Score C,213 kj(51 kcal),"0,1 g","3,7 g"
1069,Smart Water - smartwater - 600ml,Smartwater,Alimentos no procesados o mínimamente procesados,A,"Hungría, España, Reino Unido","u, n, k, n, o, w, n",Eco-Score aún no aplicable,0 kj(0 kcal),?,0 g
1070,Wasa - 290 g,Wasa,Alimentos procesados,C,"Francia, Italia, España","u, n, k, n, o, w, n",El Eco-Score no pudo ser calculado,1703 kj(407 kcal),"1,2 g","3,5 g"
1071,Jamón cocido extra - Noel - 200 g,Noel,Alimentos ultraprocesados,D,"Francia, España","E250 - Nitrito sódico, E316 - Eritorbato sódico, E325 - Lactato sódico, E407 - Carragenatos, E451 - Tripolifosfatos",Eco-Score E,510 kj(122 kcal),"1,9 g","0,5 g"
1072,Agua mineral natural - Viladrau - 1.5 L,Viladrau,Alimentos no procesados o mínimamente procesados,A,"Andorra, Francia, España","u, n, k, n, o, w, n",Eco-Score aún no aplicable,,,
1073,Cacaolat Original - 1 l,Cacaolat,Alimentos ultraprocesados,E,"Francia, España","E339 - Fosfatos de sodio, E407 - Carragenatos, E471 - Mono- y diglicéridos de ácidos grasos",Eco-Score D,280 kj(67 kcal),1 g,"10,6 g"
1074,Bebida de choco avena - Yosoy - 1 l,Yosoy,Alimentos no procesados o mínimamente procesados,A,España,"u, n, k, n, o, w, n",Eco-Score B,289 kj(69 kcal),"0,2 g","7,9 g"
1075,Marbú centeno - Artiach,Artiach,Alimentos ultraprocesados,C,España,"E322 - Lecitinas, E322i - Lecitina, E503 - Carbonatos de amonio, E503ii - Bicarbonato de amonio",Eco-Score C,1845 kj(441 kcal),"1,5 g",18 g
1076,Alubia blanca - Hacendado - 570 g,Hacendado,Alimentos procesados,B,España,E385 - Ácido etilendiaminotetraacético,Eco-Score A,350 kj(83 kcal),"0,1 g","0,8 g"
1077,Maiz Milho - Hacendado - 170g,Hacendado,Alimentos ultraprocesados,D,España,"E330 - Ácido cítrico, E621 - Glutamato monosódico, E627 - Guanilato disódico, E631 - Inosinato disódico",Eco-Score B,2177 kj(522 kcal),3 g,1 g
1078,"Gellytina de fresa, multifrutas y limón 0% - HACENDADO - 6 x 100 g E-120 COCHINILLA",HACENDADO,Alimentos ultraprocesados,B,España,"E100 - Curcumina, E120 - Cochinilla, E141 - Complejos cúpricos de clorofilas y clorofilinas, E330 - Ácido cítrico, E331 - Citratos de sodio, E407 - Carragenatos, E410 - Goma garrofín, E950 - Acesulfamo K, E955 - Sucralosa",El Eco-Score no pudo ser calculado,4 kj(1 kcal),0 g,0 g
1079,Salmón rojo salvaje ahumado en lonchas - OceanSea - 100g,"OceanSea, Nautica",Nivel de procesamiento de alimentos desconocido,C,"Austria, Alemania, Luxemburgo, España","u, n, k, n, o, w, n",Eco-Score E,490 kj(117 kcal),"0,6 g",0 g
1080,Salchichas estilo frankfurt - hacendado - 704 g,Hacendado,Alimentos ultraprocesados,D,España,"E250 - Nitrito sódico, E316 - Eritorbato sódico, E450 - Difosfatos",Eco-Score E,841 kj(201 kcal),4 g,"0,5 g"
1081,Weetabix - 430 g,Weetabix,Alimentos procesados,A,"Francia, Alemania, Mauricio, España, Reino Unido","u, n, k, n, o, w, n",Eco-Score D,1531 kj(362 kcal),"0,6 g","4,2 g"
1082,All-Bran Prebiotic Granola - Kellogg's - 380 g,Kellogg's,Alimentos ultraprocesados,A,"Francia, España","u, n, k, n, o, w, n",Eco-Score D,1623 kj(388 kcal),"1,3 g","4,9 g"
1083,Granola - Crownfield - 500 g,Crownfield,Alimentos ultraprocesados,C,"Portugal, España","E306 - Extracto rico en tocoferoles, E322 - Lecitinas",Eco-Score B,+3 %,-19 %,+6 %
1084,Avena y Miel - Kellogg's - 420 g,Kellogg's,Nivel de procesamiento de alimentos desconocido,A,"Francia, Portugal, España","u, n, k, n, o, w, n",Eco-Score D,1613 kj(381 kcal),"0,5 g",18 g
1085,Leche Semidesnatada - Hacendado - 1 l,Hacendado,Alimentos no procesados o mínimamente procesados,B,España,"u, n, k, n, o, w, n",Eco-Score C,194 kj(46 kcal),"1,1 g","4,8 g"
1086,Margarina - Tulipán - 450g,Tulipán,Alimentos ultraprocesados,D,España,"E270 - Ácido láctico, E322 - Lecitinas, E322i - Lecitina",Eco-Score B,2786 kj(678 kcal),28 g,0 g
1087,Skyr myrtilles - Milbona - 150 g,Milbona,Alimentos ultraprocesados,A,"Francia, España, Suiza","E14XX - Almidón modificado, E330 - Ácido cítrico, E333 - Citratos de calcio, E415 - Goma xantana, E950 - Acesulfamo K, E951 - Aspartamo",Eco-Score D,238 kj(57 kcal),"0,1 g",4 g
1088,BioCrackers - Tastino - 200 g,"Tastino, Lidl",Alimentos procesados,C,"República Checa, Francia, España","u, n, k, n, o, w, n",Eco-Score A,1709 kj(408 kcal),"1,8 g","3,7 g"
